	ACCN	#of members	final_clus_rep
27129	YP_007237994.1	25	7DOU_4
2430	NP_049517.1	25	NP_049517.1
84352	YP_009837327.1	25	YP_009837327.1
108514	YP_010667078.1	25	YP_010667078.1
57756	YP_009302140.1	25	YP_009302140.1
103797	YP_010509757.1	25	YP_010509757.1
2432	NP_049527.1	25	NP_049527.1
14017	YP_003097250.1	25	YP_003097250.1
7964	YP_001285778.1	25	YP_001285778.1
113015	YP_010738671.1	25	YP_010738671.1
27955	YP_007501234.1	25	YP_007501234.1
105043	YP_010649274.1	25	YP_010649274.1
12194	YP_002003573.1	25	YP_002003573.1
10735	YP_001504375.1	25	YP_001504375.1
7581	YP_001110977.1	25	YP_001110977.1
44734	YP_009150578.1	25	YP_009150578.1
30413	YP_008051766.1	25	YP_008051766.1
68324	YP_009601964.1	25	YP_009601964.1
26236	YP_007010393.1	25	YP_007010393.1
116737	YP_460009.1	25	YP_460009.1
94033	YP_010056181.1	25	YP_010056181.1
65900	YP_009591231.1	25	YP_009591231.1
94091	YP_010056759.1	25	YP_010056759.1
49384	YP_009199301.1	25	YP_009199301.1
68323	YP_009601957.1	25	YP_009601957.1
18435	YP_004421858.1	25	YP_004421858.1
105841	YP_010654813.1	25	YP_010654813.1
54547	YP_009252339.1	25	YP_009252339.1
732	6O43_A	25	6O43_A
48253	YP_009189163.1	25	YP_009189163.1
48954	YP_009195998.1	25	YP_009195998.1
18508	YP_004508565.1	25	YP_004508565.1
92910	YP_010001548.1	25	YP_010001548.1
22322	YP_006522437.1	25	YP_006522437.1
114990	YP_214224.1	25	YP_214224.1
8057	YP_001293447.1	25	YP_001293447.1
13781	YP_002922901.1	25	YP_002922901.1
57536	YP_009300725.1	25	YP_009300725.1
96151	YP_010084573.1	25	YP_010084573.1
104839	YP_010648798.1	25	YP_010648798.1
51799	YP_009218061.1	25	YP_009218061.1
34256	YP_008492966.1	25	1T6L_A
33435	YP_008320355.1	25	YP_008320355.1
71811	YP_009622925.1	25	YP_009622925.1
108451	YP_010666006.1	25	YP_010666006.1
110723	YP_010675502.1	25	YP_010675502.1
3130	NP_075511.1	25	NP_075511.1
94054	YP_010056696.1	25	YP_010056696.1
4965	NP_671543.1	25	5AJJ_A
108360	YP_010665788.1	25	YP_010665788.1
2429	NP_049515.1	25	NP_049515.1
64414	YP_009506367.1	25	YP_009506367.1
27795	YP_007392363.1	25	YP_007392363.1
84889	YP_009840536.1	25	YP_009840536.1
112407	YP_010681607.1	25	YP_010681607.1
51502	YP_009217117.1	25	YP_009217117.1
80680	YP_009814775.1	25	YP_009814775.1
5601	NP_817563.1	25	NP_817563.1
12302	YP_002014422.1	25	YP_002014422.1
5603	NP_817566.1	25	NP_817566.1
5605	NP_817569.1	25	NP_817569.1
58984	YP_009322798.1	25	YP_009322798.1
5606	NP_817570.1	25	NP_817570.1
5607	NP_817571.1	25	NP_817571.1
68922	YP_009608037.1	25	YP_009608037.1
5608	NP_817573.1	25	NP_817573.1
46466	YP_009168584.1	25	YP_009168584.1
2976	NP_066186.1	25	NP_066186.1
5614	NP_817591.1	25	NP_817591.1
15420	YP_003969347.1	25	YP_003969347.1
55363	YP_009274347.1	25	YP_009274347.1
77485	YP_009800197.1	25	YP_009800197.1
43364	YP_009125656.1	25	YP_009125656.1
32394	YP_008240357.1	25	YP_008240357.1
26777	YP_007236482.1	25	YP_007236482.1
6831	NP_944934.1	25	NP_944934.1
5597	NP_817554.1	25	NP_817554.1
16741	YP_004221744.2	25	4NWW_A
17423	YP_004306118.1	25	YP_004306118.1
6824	NP_944853.1	25	NP_944853.1
5576	NP_817502.1	25	NP_817502.1
56628	YP_009284722.1	25	YP_009284722.1
5577	NP_817503.1	25	NP_817503.1
2641	NP_056706.1	25	NP_056706.1
5579	NP_817507.1	25	NP_817507.1
5581	NP_817509.1	25	NP_817509.1
5582	NP_817510.1	25	NP_817510.1
5583	NP_817511.1	25	NP_817511.1
5586	NP_817520.1	25	NP_817520.1
5587	NP_817525.1	25	NP_817525.1
5588	NP_817533.1	25	NP_817533.1
5589	NP_817534.1	25	NP_817534.1
5591	NP_817537.1	25	NP_817537.1
27298	YP_007348575.1	25	YP_007348575.1
5594	NP_817545.1	25	NP_817545.1
5595	NP_817547.1	25	NP_817547.1
91026	YP_009909843.1	25	YP_009909843.1
59806	YP_009333215.1	25	YP_009333215.1
91828	YP_009957812.1	25	YP_009957812.1
77345	YP_009799657.1	25	YP_009799657.1
86736	YP_009848447.1	25	YP_009848447.1
50560	YP_009211035.1	25	YP_009211035.1
50558	YP_009211022.1	25	YP_009211022.1
70079	YP_009612644.1	25	YP_009612644.1
91354	YP_009948799.1	25	YP_009948799.1
12291	YP_002014323.1	25	YP_002014323.1
68870	YP_009606567.1	25	YP_009606567.1
55712	YP_009275882.1	25	YP_009275882.1
34280	YP_008530304.1	25	YP_008530304.1
9957	YP_001469144.1	25	YP_001469144.1
50555	YP_009211000.1	25	YP_009211000.1
5748	NP_818175.1	25	NP_818175.1
50552	YP_009210982.1	25	YP_009210982.1
83543	YP_009832716.1	25	YP_009832716.1
12883	YP_002265433.1	25	YP_002265433.1
5713	NP_818036.1	25	NP_818036.1
56116	YP_009277848.1	25	YP_009277848.1
37547	YP_009014631.1	25	YP_009014631.1
50562	YP_009211073.1	25	YP_009211073.1
19017	YP_004893943.1	25	YP_004893943.1
68888	YP_009606842.1	25	YP_009606842.1
47574	YP_009177350.1	25	YP_009177350.1
47566	YP_009177272.1	25	YP_009177272.1
12298	YP_002014375.1	25	YP_002014375.1
91661	YP_009951524.1	25	YP_009951524.1
50770	YP_009212870.1	25	YP_009212870.1
75184	YP_009787615.1	25	YP_009787615.1
98557	YP_010106617.1	25	YP_010106617.1
82587	YP_009822709.1	25	YP_009822709.1
56428	YP_009281142.1	25	YP_009281142.1
47573	YP_009177345.1	25	YP_009177345.1
1185	NP_037738.1	25	NP_037738.1
68889	YP_009606858.1	25	YP_009606858.1
55531	YP_009275001.1	25	YP_009275001.1
117074	YP_654822.1	25	YP_654822.1
93894	YP_010054596.1	25	YP_010054596.1
109835	YP_010671357.1	25	YP_010671357.1
21324	YP_006347726.1	25	YP_006347726.1
70271	YP_009613761.1	25	YP_009613761.1
6823	NP_944838.1	25	NP_944838.1
25986	YP_007007472.1	25	YP_007007472.1
112672	YP_010685434.1	25	YP_010685434.1
31444	YP_008060139.1	25	YP_008060139.1
39585	YP_009043893.1	25	YP_009043893.1
63543	YP_009465770.1	25	YP_009465770.1
56759	YP_009286095.1	25	YP_009286095.1
5563	NP_817465.1	25	NP_817465.1
37455	YP_009013635.1	25	YP_009013635.1
63563	YP_009465848.1	25	YP_009465848.1
50006	YP_009204613.1	25	YP_009204613.1
100796	YP_010297860.1	25	8BFK_A
14988	YP_003587901.1	25	YP_003587901.1
60647	YP_009342355.1	25	YP_009342355.1
5562	NP_817463.1	25	NP_817463.1
5561	NP_817459.1	25	NP_817459.1
5564	NP_817466.1	25	NP_817466.1
24253	YP_007002288.1	25	YP_007002288.1
56699	YP_009285867.1	25	YP_009285867.1
24227	YP_007002151.1	25	YP_007002151.1
23060	YP_006906830.1	25	YP_006906830.1
55211	YP_009273636.1	25	YP_009273636.1
106260	YP_010656259.1	25	YP_010656259.1
60604	YP_009342258.1	25	YP_009342258.1
5559	NP_817455.1	25	NP_817455.1
82869	YP_009824252.1	25	YP_009824252.1
75364	YP_009788774.1	25	YP_009788774.1
87363	YP_009851684.1	25	YP_009851684.1
17001	YP_004300298.1	25	7ZAL_AAA
56761	YP_009286115.1	25	YP_009286115.1
14065	YP_003169632.1	25	YP_003169632.1
56942	YP_009287974.1	25	YP_009287974.1
93328	YP_010049644.1	25	YP_010049644.1
56652	YP_009285261.1	25	YP_009285261.1
66232	YP_009594952.1	25	YP_009594952.1
12310	YP_002014558.1	25	YP_002014558.1
24235	YP_007002169.1	25	YP_007002169.1
33910	YP_008433448.2	25	YP_008433448.2
12316	YP_002014610.1	25	YP_002014610.1
60526	YP_009337910.1	25	YP_009337910.1
20265	YP_004957258.1	25	YP_004957258.1
24212	YP_007002123.1	25	YP_007002123.1
56956	YP_009288208.1	25	YP_009288208.1
70682	YP_009616036.1	25	YP_009616036.1
87405	YP_009852377.1	25	YP_009852377.1
5565	NP_817467.1	25	NP_817467.1
87415	YP_009852423.1	25	YP_009852423.1
26699	YP_007235866.1	25	YP_007235866.1
78496	YP_009804735.1	25	YP_009804735.1
63762	YP_009481264.1	24	YP_009481264.1
91635	YP_009950973.1	24	YP_009950973.1
22921	YP_006906239.1	24	YP_006906239.1
90161	YP_009901394.1	24	YP_009901394.1
5195	NP_734010.1	24	NP_734010.1
42300	YP_009113185.1	24	YP_009113185.1
3132	NP_075519.1	24	NP_075519.1
99791	YP_010112726.1	24	YP_010112726.1
11445	YP_001836992.1	24	YP_001836992.1
1115	8EJ5_B	24	8EJ5_B
36474	YP_009006506.1	24	YP_009006506.1
75353	YP_009788755.1	24	YP_009788755.1
3131	NP_075516.1	24	NP_075516.1
6803	NP_944432.1	24	NP_944432.1
27694	YP_007354820.1	24	YP_007354820.1
73819	YP_009701757.1	24	YP_009701757.1
6657	NP_938250.1	24	NP_938250.1
6650	NP_938209.1	24	NP_938209.1
90473	YP_009903925.1	24	YP_009903925.1
14881	YP_003429355.1	24	YP_003429355.1
34418	YP_008719979.1	24	YP_008719979.1
60982	YP_009345736.1	24	YP_009345736.1
53346	YP_009223939.1	24	YP_009223939.1
62349	YP_009389488.1	24	6QI5_Q
21420	YP_006382602.1	24	YP_006382602.1
27981	YP_007517417.1	24	YP_007517417.1
50551	YP_009210976.1	24	YP_009210976.1
90205	YP_009902903.1	24	YP_009902903.1
49839	YP_009202429.1	24	YP_009202429.1
95906	YP_010083317.1	24	YP_010083317.1
23320	YP_006908365.1	24	YP_006908365.1
82380	YP_009821906.1	24	YP_009821906.1
355	4EIJ_B	24	4EIJ_B
33935	YP_008433481.1	24	YP_008433481.1
91341	YP_009948714.1	24	YP_009948714.1
60157	YP_009336877.1	24	YP_009336877.1
17175	YP_004301084.1	24	YP_004301084.1
95855	YP_010082977.1	24	YP_010082977.1
90176	YP_009901800.1	24	YP_009901800.1
22843	YP_006905875.1	24	YP_006905875.1
22517	YP_006560486.1	24	YP_006560486.1
49008	YP_009196192.1	24	YP_009196192.1
98798	YP_010107251.1	24	YP_010107251.1
96403	YP_010085812.1	24	YP_010085812.1
90171	YP_009901676.1	24	YP_009901676.1
46369	YP_009168417.1	24	YP_009168417.1
50627	YP_009211509.1	24	YP_009211509.1
99069	YP_010109788.1	24	YP_010109788.1
114846	YP_195043.1	24	YP_195043.1
65902	YP_009591279.1	24	YP_009591279.1
75671	YP_009790838.1	24	YP_009790838.1
113544	YP_010749658.1	24	YP_010749658.1
1075	7WBN_A	24	7WBN_A
63915	YP_009482024.1	24	YP_009482024.1
47143	YP_009174317.1	24	YP_009174317.1
117572	YP_717596.1	24	YP_717596.1
98149	YP_010103755.1	24	YP_010103755.1
47129	YP_009174276.1	24	YP_009174276.1
66653	YP_009595672.1	24	YP_009595672.1
12304	YP_002014447.1	24	YP_002014447.1
115047	YP_214408.1	24	YP_214408.1
93257	YP_010014186.1	24	YP_010014186.1
30672	YP_008058121.1	24	YP_008058121.1
5585	NP_817514.1	24	NP_817514.1
49474	YP_009200356.1	24	YP_009200356.1
64197	YP_009483456.1	24	YP_009483456.1
33958	YP_008433518.1	24	YP_008433518.1
79961	YP_009811117.1	24	YP_009811117.1
48739	YP_009194075.1	24	YP_009194075.1
73961	YP_009702399.1	24	YP_009702399.1
33883	YP_008433406.2	24	YP_008433406.2
30651	YP_008052717.1	24	YP_008052717.1
2640	NP_056704.1	24	NP_056704.1
113296	YP_010742618.1	24	YP_010742618.1
804	6V7B_a	24	6V7B_a
11045	YP_001671846.1	24	YP_001671846.1
805	6V7B_A	24	6V7B_A
5575	NP_817500.1	24	NP_817500.1
12306	YP_002014459.1	24	YP_002014459.1
62367	YP_009407909.1	24	YP_009407909.1
113241	YP_010740660.1	24	YP_010740660.1
114153	YP_068365.1	24	YP_068365.1
98206	YP_010104983.1	24	YP_010104983.1
97869	YP_010098166.1	24	YP_010098166.1
627	5YXW_A	24	5YXW_A
5884	NP_835550.1	24	NP_835550.1
99739	YP_010112297.1	24	YP_010112297.1
2647	NP_056788.1	24	6LAT_A
1098	7ZZZ_A	24	7ZZZ_A
13461	YP_002727878.1	24	YP_002727878.1
14533	YP_003358693.1	24	YP_003358693.1
15047	YP_003734283.1	24	YP_003734283.1
99723	YP_010112205.1	24	YP_010112205.1
50911	YP_009213229.1	24	YP_009213229.1
22103	YP_006488710.1	24	YP_006488710.1
69443	YP_009610767.1	24	YP_009610767.1
30400	YP_008051300.1	24	YP_008051300.1
5609	NP_817574.1	24	NP_817574.1
99692	YP_010112040.1	24	YP_010112040.1
30393	YP_008051238.1	24	YP_008051238.1
30394	YP_008051245.1	24	YP_008051245.1
36610	YP_009007559.1	24	YP_009007559.1
139	2K9H_A	24	2K9H_A
113206	YP_010740162.1	24	YP_010740162.1
33909	YP_008433447.1	24	YP_008433447.1
37324	YP_009012259.1	24	YP_009012259.1
388	4J4R_A	24	4J4R_A
98179	YP_010104659.1	24	YP_010104659.1
36013	YP_009004624.1	24	YP_009004624.1
14014	YP_003097243.1	24	YP_003097243.1
40740	YP_009098691.1	24	YP_009098691.1
54102	YP_009229940.1	24	YP_009229940.1
35075	YP_008858671.1	24	YP_008858671.1
29711	YP_007869823.1	24	YP_007869823.1
58806	YP_009321478.1	24	YP_009321478.1
117004	YP_654499.1	24	YP_654499.1
12691	YP_002224228.1	24	YP_002224228.1
93701	YP_010052738.1	24	YP_010052738.1
103532	YP_010359833.1	24	YP_010359833.1
4904	NP_663295.1	24	NP_663295.1
105552	YP_010651925.1	24	YP_010651925.1
107825	YP_010663044.1	24	YP_010663044.1
105555	YP_010651952.1	24	YP_010651952.1
112848	YP_010719986.1	24	YP_010719986.1
88365	YP_009859486.1	24	YP_009859486.1
23388	YP_006908632.1	24	YP_006908632.1
10942	YP_001604376.1	24	7TXJ_A
39826	YP_009046770.1	24	YP_009046770.1
105385	YP_010651151.1	24	YP_010651151.1
40732	YP_009098314.1	24	YP_009098314.1
55621	YP_009275266.1	24	YP_009275266.1
24260	YP_007002301.1	24	YP_007002301.1
270	3MNW_P	24	3MNW_P
26653	YP_007112913.1	24	YP_007112913.1
84848	YP_009840298.1	24	YP_009840298.1
23375	YP_006908582.1	24	YP_006908582.1
10658	YP_001504164.1	24	YP_001504164.1
111494	YP_010678250.1	24	YP_010678250.1
72037	YP_009624084.1	24	YP_009624084.1
80897	YP_009815936.1	24	YP_009815936.1
77718	YP_009801439.1	24	YP_009801439.1
55485	YP_009274861.1	24	YP_009274861.1
84987	YP_009841322.1	24	YP_009841322.1
87726	YP_009854291.1	24	YP_009854291.1
48494	YP_009190719.1	24	YP_009190719.1
3950	NP_150586.1	24	NP_150586.1
111220	YP_010676765.1	24	YP_010676765.1
4216	NP_445701.1	24	6WQ2_a
56409	YP_009280602.1	24	YP_009280602.1
48442	YP_009189868.1	24	YP_009189868.1
4530	NP_604475.1	24	NP_604475.1
47842	YP_009182280.1	24	YP_009182280.1
112647	YP_010685165.1	24	YP_010685165.1
35062	YP_008858398.1	24	YP_008858398.1
112236	YP_010680731.1	24	YP_010680731.1
56456	YP_009281923.1	24	2UWI_A
77373	YP_009799798.1	24	YP_009799798.1
68014	YP_009600749.1	24	YP_009600749.1
35067	YP_008858599.1	24	YP_008858599.1
3000	NP_068242.1	24	NP_068242.1
58930	YP_009322477.1	24	YP_009322477.1
3577	NP_148885.1	24	NP_148885.1
12142	YP_001994717.1	24	YP_001994717.1
29485	YP_007676852.1	24	YP_007676852.1
93833	YP_010053537.1	24	YP_010053537.1
3024	NP_068320.1	24	NP_068320.1
79239	YP_009809264.1	24	YP_009809264.1
84133	YP_009835625.1	24	YP_009835625.1
80900	YP_009815940.1	24	YP_009815940.1
105494	YP_010651600.1	24	YP_010651600.1
112146	YP_010680172.1	24	YP_010680172.1
37415	YP_009012853.1	24	YP_009012853.1
112144	YP_010680169.1	24	YP_010680169.1
104911	YP_010648986.1	24	YP_010648986.1
5081	NP_694842.1	24	4MGU_A
4896	NP_663242.1	24	NP_663242.1
24256	YP_007002294.1	24	YP_007002294.1
112493	YP_010683643.1	24	YP_010683643.1
4725	NP_619966.1	24	4LQK_A
95483	YP_010081000.1	24	YP_010081000.1
26651	YP_007112884.1	24	YP_007112884.1
39100	YP_009036593.1	24	YP_009036593.1
84733	YP_009839232.1	24	YP_009839232.1
12490	YP_002128475.1	24	YP_002128475.1
12491	YP_002128477.1	24	YP_002128477.1
58771	YP_009321281.1	24	YP_009321281.1
25755	YP_007006962.1	24	YP_007006962.1
78276	YP_009803051.1	24	YP_009803051.1
32382	YP_008240328.1	24	YP_008240328.1
18115	YP_004327410.1	24	YP_004327410.1
17904	YP_004324216.1	24	2VCK_A
25759	YP_007006967.1	24	YP_007006967.1
64997	YP_009513144.1	24	YP_009513144.1
39075	YP_009036277.1	24	YP_009036277.1
26649	YP_007112877.1	24	YP_007112877.1
57854	YP_009302497.1	24	YP_009302497.1
40463	YP_009056678.1	24	YP_009056678.1
55215	YP_009273686.1	24	YP_009273686.1
33626	YP_008409702.1	24	YP_008409702.1
53711	YP_009225747.1	24	YP_009225747.1
26798	YP_007236604.1	24	YP_007236604.1
19527	YP_004934080.1	24	YP_004934080.1
9466	YP_001429968.1	24	YP_001429968.1
23361	YP_006908541.1	24	YP_006908541.1
55456	YP_009274732.1	24	YP_009274732.1
41515	YP_009102902.1	24	YP_009102902.1
40027	YP_009052020.1	23	YP_009052020.1
17123	YP_004300962.1	23	YP_004300962.1
34267	YP_008493009.1	23	YP_008493009.1
17533	YP_004306780.1	23	YP_004306780.1
92918	YP_010001622.1	23	YP_010001622.1
71263	YP_009620487.1	23	YP_009620487.1
247	3J0H_A	23	3J0H_A
1328	NP_040712.1	23	1AL0_G
45077	YP_009152051.1	23	YP_009152051.1
72053	YP_009624118.1	23	YP_009624118.1
38595	YP_009021573.1	23	YP_009021573.1
33484	YP_008320510.1	23	YP_008320510.1
105480	YP_010651569.1	23	YP_010651569.1
5604	NP_817568.1	23	NP_817568.1
38594	YP_009021569.1	23	YP_009021569.1
108928	YP_010668069.1	23	YP_010668069.1
13771	YP_002922803.1	23	YP_002922803.1
47774	YP_009179335.1	23	YP_009179335.1
112770	YP_010719818.1	23	YP_010719818.1
1178	NP_037703.1	23	NP_037703.1
112474	YP_010683028.1	23	YP_010683028.1
5612	NP_817578.1	23	NP_817578.1
33451	YP_008320405.1	23	YP_008320405.1
74989	YP_009786011.1	23	YP_009786011.1
48070	YP_009188204.1	23	YP_009188204.1
95204	YP_010078258.1	23	YP_010078258.1
4703	NP_619709.1	23	5IP1_A
66184	YP_009594633.1	23	YP_009594633.1
26510	YP_007111683.1	23	YP_007111683.1
55270	YP_009274107.1	23	YP_009274107.1
17755	YP_004323064.1	23	7XG8_A
25372	YP_007006424.1	23	YP_007006424.1
50464	YP_009209741.1	23	YP_009209741.1
91493	YP_009949816.1	23	YP_009949816.1
45108	YP_009152704.1	23	YP_009152704.1
72162	YP_009624439.1	23	YP_009624439.1
74409	YP_009780392.1	23	YP_009780392.1
2504	NP_050214.1	23	NP_050214.1
13437	YP_002564155.1	23	YP_002564155.1
65854	YP_009591059.1	23	YP_009591059.1
50473	YP_009210439.1	23	YP_009210439.1
55330	YP_009274302.1	23	YP_009274302.1
12124	YP_001974459.1	23	4E5X_G
519	5H0N_B	23	5H0N_B
81846	YP_009819986.1	23	YP_009819986.1
46771	YP_009173460.1	23	YP_009173460.1
107976	YP_010664407.1	23	YP_010664407.1
12686	YP_002224078.1	23	YP_002224078.1
59770	YP_009333142.1	23	YP_009333142.1
23515	YP_006986582.1	23	YP_006986582.1
82638	YP_009823075.1	23	YP_009823075.1
47611	YP_009177674.1	23	YP_009177674.1
780	6QVV_A	23	6QVV_A
99066	YP_010109780.1	23	YP_010109780.1
23677	YP_006987802.1	23	YP_006987802.1
106380	YP_010656592.1	23	YP_010656592.1
6453	NP_891879.1	23	NP_891879.1
39144	YP_009036943.1	23	YP_009036943.1
44874	YP_009150837.1	23	YP_009150837.1
113787	YP_024796.1	23	YP_024796.1
18081	YP_004327292.1	23	YP_004327292.1
6390	NP_891654.1	23	NP_891654.1
39842	YP_009046817.1	23	YP_009046817.1
76470	YP_009795981.1	23	YP_009795981.1
37432	YP_009013341.1	23	YP_009013341.1
36488	YP_009006541.1	23	YP_009006541.1
54733	YP_009255375.1	23	YP_009255375.1
4897	NP_663253.1	23	NP_663253.1
50398	YP_009209591.1	23	YP_009209591.1
92375	YP_009996987.1	23	YP_009996987.1
117077	YP_654955.1	23	YP_654955.1
115078	YP_214496.1	23	YP_214496.1
113804	YP_024820.1	23	YP_024820.1
113483	YP_010748619.1	23	YP_010748619.1
100735	YP_010297680.1	23	YP_010297680.1
75321	YP_009788569.1	23	YP_009788569.1
90423	YP_009903867.1	23	YP_009903867.1
37073	YP_009010352.1	23	YP_009010352.1
103890	YP_010510355.1	23	YP_010510355.1
67183	YP_009596659.1	23	YP_009596659.1
99076	YP_010109811.1	23	YP_010109811.1
30682	YP_008058230.1	23	YP_008058230.1
26321	YP_007010687.1	23	YP_007010687.1
7012	NP_958209.1	23	NP_958209.1
25782	YP_007007068.1	23	YP_007007068.1
59730	YP_009330134.1	23	YP_009330134.1
81411	YP_009818042.1	23	YP_009818042.1
30681	YP_008058228.1	23	YP_008058228.1
78993	YP_009807952.1	23	YP_009807952.1
29898	YP_007877648.1	23	YP_007877648.1
95402	YP_010080202.1	23	YP_010080202.1
91141	YP_009910548.1	23	2FIP_A
103459	YP_010359607.1	23	YP_010359607.1
23689	YP_006987890.1	23	YP_006987890.1
107817	YP_010663001.1	23	YP_010663001.1
104224	YP_010598121.1	23	YP_010598121.1
14552	YP_003358853.1	23	YP_003358853.1
9519	YP_001467942.1	23	6I9E_A
74365	YP_009778218.1	23	YP_009778218.1
92861	YP_010001106.1	23	YP_010001106.1
35264	YP_008873677.1	23	YP_008873677.1
99094	YP_010109996.1	23	YP_010109996.1
68587	YP_009604065.1	23	YP_009604065.1
58945	YP_009322523.1	23	YP_009322523.1
59733	YP_009330150.1	23	YP_009330150.1
40572	YP_009094213.1	23	7YOT_B
24272	YP_007002327.1	23	YP_007002327.1
48112	YP_009188477.1	23	YP_009188477.1
97595	YP_010095046.1	23	YP_010095046.1
69409	YP_009610399.1	23	YP_009610399.1
1855	NP_046685.1	23	NP_046685.1
23362	YP_006908543.1	23	YP_006908543.1
37383	YP_009012519.1	23	YP_009012519.1
6819	NP_944791.1	23	NP_944791.1
41314	YP_009100880.1	23	YP_009100880.1
110360	YP_010672924.1	23	YP_010672924.1
3508	NP_116420.1	23	NP_116420.1
68420	YP_009603085.1	23	YP_009603085.1
95442	YP_010080432.1	23	YP_010080432.1
83377	YP_009831900.1	23	YP_009831900.1
29304	YP_007676235.1	23	YP_007676235.1
24271	YP_007002323.1	23	YP_007002323.1
60581	YP_009342197.1	23	YP_009342197.1
83771	YP_009834017.1	23	YP_009834017.1
65350	YP_009552468.1	23	1PQZ_A
48746	YP_009194086.1	23	YP_009194086.1
24157	YP_007001855.1	23	YP_007001855.1
2977	NP_066250.1	23	3VNF_A
2702	NP_059300.1	23	NP_059300.1
2678	NP_058498.1	23	NP_058498.1
43777	YP_009137480.1	23	YP_009137480.1
78287	YP_009803075.1	23	YP_009803075.1
70659	YP_009615711.1	23	YP_009615711.1
29590	YP_007677716.1	23	YP_007677716.1
34764	YP_008771480.1	23	YP_008771480.1
112125	YP_010680077.1	23	YP_010680077.1
31344	YP_008059813.1	23	YP_008059813.1
22679	YP_006561212.1	23	YP_006561212.1
48738	YP_009194073.1	23	YP_009194073.1
68345	YP_009602517.1	23	YP_009602517.1
57093	YP_009290016.1	23	YP_009290016.1
70316	YP_009614105.1	23	YP_009614105.1
70315	YP_009614081.1	23	YP_009614081.1
24258	YP_007002299.1	23	YP_007002299.1
93918	YP_010054716.1	23	YP_010054716.1
110984	YP_010676325.1	23	YP_010676325.1
23383	YP_006908617.1	23	YP_006908617.1
27303	YP_007348585.1	23	YP_007348585.1
10650	YP_001504120.1	23	YP_001504120.1
4282	NP_510932.1	23	NP_510932.1
79661	YP_009810379.1	23	YP_009810379.1
24261	YP_007002306.1	23	YP_007002306.1
49054	YP_009196752.1	23	YP_009196752.1
68362	YP_009602885.1	23	YP_009602885.1
77638	YP_009800721.1	23	YP_009800721.1
94234	YP_010058902.1	23	YP_010058902.1
118404	YP_950518.1	23	YP_950518.1
91771	YP_009954222.1	23	YP_009954222.1
34157	YP_008438284.1	23	YP_008438284.1
15015	YP_003622561.1	23	YP_003622561.1
27324	YP_007348790.1	23	YP_007348790.1
30847	YP_008058772.1	23	YP_008058772.1
97699	YP_010096245.1	23	YP_010096245.1
29284	YP_007676150.1	23	YP_007676150.1
98048	YP_010101778.1	23	YP_010101778.1
14289	YP_003347351.1	23	YP_003347351.1
31337	YP_008059741.1	23	YP_008059741.1
27276	YP_007348508.1	23	YP_007348508.1
4333	NP_536457.1	23	NP_536457.1
36330	YP_009005997.1	23	YP_009005997.1
115718	YP_240115.1	23	YP_240115.1
21498	YP_006382723.1	23	YP_006382723.1
43868	YP_009140982.1	23	YP_009140982.1
97907	YP_010099405.1	23	YP_010099405.1
24914	YP_007004370.1	23	YP_007004370.1
11421	YP_001816828.1	23	YP_001816828.1
909	7FJ1_Z	23	7FJ1_Z
92937	YP_010002371.1	23	YP_010002371.1
105791	YP_010654263.1	23	YP_010654263.1
12792	YP_002241830.1	23	YP_002241830.1
48491	YP_009190705.1	23	YP_009190705.1
53303	YP_009223861.1	23	YP_009223861.1
35164	YP_008869238.1	23	YP_008869238.1
79296	YP_009809397.1	23	YP_009809397.1
33724	YP_008410927.1	23	YP_008410927.1
43665	YP_009134231.1	23	YP_009134231.1
114500	YP_164152.1	23	YP_164152.1
106555	YP_010657420.1	23	YP_010657420.1
6684	NP_943783.1	23	NP_943783.1
6686	NP_943799.1	23	NP_943799.1
24242	YP_007002207.1	23	YP_007002207.1
